pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT,jaccard_similarity_BERT,B_no_stopwords_cosine_BERT,B_no_stopwords_jaccard_BERT
7793,There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air,0.42500000000000004,0.46951646,0.44495620239864697,0.45800748,0.5014066629939609
7794,A snowboarding man is jumping through the air,A person wearing grey pants is airborne on a snowboard,0.75,0.71678877,0.4001137990700571,0.6467397,0.49186187585194907
7795,A tennis player is lunging to the left,A tennis player is jumping to the left,0.8500000000000001,0.9519787,0.5212334815193626,0.8947687,0.6417466126955472
7796,There is no tennis player lunging to the left,A tennis player is lunging to the left,0.6,0.4249961,0.49671887096605805,0.48481318,0.5984766761461894
7797,A tennis player with a green headband is hitting the ball,The tennis player with a green headband is hitting the ball,1.0,0.9968177,0.49858447909355164,0.9760145,0.5944724553509763
7798,A tennis player with a green headband is hitting the ball,A tennis player with a green headband is missing the ball,0.8500000000000001,0.748297,0.4864974667628606,0.7097727,0.5834624233998751
7799,A tennis player is lunging to the left,The tennis player with a green headband is hitting the ball,0.65,0.6780137,0.33789219458897907,0.65263563,0.42588768154382706
7800,A tennis player with a green headband is missing the ball,A tennis player is lunging to the left,0.5,0.5398689,0.4556840431122553,0.55842364,0.5520819180151996
7801,A tennis player with a green headband is hitting the ball,A tennis player is jumping to the left,0.575,0.6969998,0.4765504777431488,0.6702893,0.581253107637167
7802,There is no tennis player lunging to the left,A tennis player with a green headband is hitting the ball,0.6,0.32762748,0.3455299274487929,0.33813635,0.4238414133296293
7803,A tennis player with a green headband is hitting the ball,A tennis player is lunging to the left,0.65,0.6920992,0.45278654779706684,0.6588212,0.5514632603701424
7804,A man is crouching and holding a camera,A person is crouching and holding a camera,0.8999999999999999,0.823721,0.48919872641563417,0.79867065,0.5592469871044159
7805,A man is crouching and holding a camera,A woman is crouching and holding a camera,0.675,0.4770446,0.44398407340049745,0.45584565,0.5218056030571461
7806,A man is squatting in brush and taking a photograph,A man is squatting in brush and taking a photo,0.97875,0.98718864,0.49900624426928436,0.9497385,0.590233119095073
7807,A man is squatting in brush and taking a photograph,There is no man squatting in brush and taking a photograph,0.675,0.38481924,0.4365633907525436,0.9663857,0.5926793042351218
7808,A man is squatting in brush and taking a photo,A man is crouching and holding a camera,0.675,0.65657914,0.4453417147908892,0.6489332,0.5012154193485484
7809,There is no man squatting in brush and taking a photograph,A man is crouching and holding a camera,0.55,0.29532212,0.44358155673200433,0.30260003,0.5084059801366594
7810,A man is squatting in brush and taking a photograph,A person is crouching and holding a camera,0.7749999999999999,0.4565429,0.4409552188146682,0.44052085,0.49095210958929625
7811,A man is squatting in brush and taking a photograph,A woman is crouching and holding a camera,0.55,0.24615124,0.3878891808646066,0.23809688,0.4424826748230878
7812,A man is squatting in brush and taking a photograph,A man is crouching and holding a camera,0.825,0.6331145,0.4487790749186561,0.6209922,0.5008558245266185
7813,Some dogs are playing in a river,Some dogs are playing in a stream,0.8999999999999999,0.9570101,0.476592481136322,0.9037996,0.5122214019298553
7814,Some dogs are not playing in a stream,Some dogs are playing in a stream,0.6,0.49017113,0.5147066354751587,0.4864426,0.5484877770597284
7815,Two dogs are looking at something that is moving in the water,Two dogs are looking at something that is splashing in the water,0.8999999999999999,0.96711993,0.46877297163009646,0.92109454,0.5843953113806876
7816,Two dogs are looking at something that is splashing in the water,Two cats are looking at something that is splashing in the water,0.725,0.317356,0.486650478381377,0.2894156,0.6048310339450836
7817,Some dogs are playing in a stream,Two dogs are looking at something that is moving in the water,0.55,0.70741487,0.27778276957963643,0.71438813,0.38670028631503767
7818,Some dogs are playing in a stream,Two cats are looking at something that is splashing in the water,0.22499999999999998,0.16180593,0.25161532759666444,0.16360489,0.3629377101148878
7819,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a river,0.575,0.7199253,0.46842402815818784,0.68099356,0.5250266455113888
7820,Two dogs are looking at something that is splashing in the water,Some dogs are not playing in a stream,0.675,0.41780242,0.450390705040523,0.76329494,0.5321749933063984
7821,Two dogs are looking at something that is splashing in the water,Some dogs are playing in a stream,0.5,0.7637034,0.48308969736099244,0.76329494,0.5321749933063984
7822,A black dog is jumping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,0.9750000000000001,0.9933456,0.4771544881488966,0.9631183,0.542595066522297
7823,A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale,0.65,0.751028,0.4628288944562276,0.7253264,0.5196697264909744
7824,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a hay ball to another hay ball,0.95,0.9924511,0.46939780977037215,0.9740681,0.543870749798688
7825,A black cat is jumping from a hay ball to another hay ball,A black dog is jumping from n hay ball to another hay ball,0.55,0.6391981,0.4829876743830167,0.6180073,0.5324821770191193
7826,A black dog is leaping from a hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,0.7749999999999999,0.8786721,0.48795828223228455,0.88087183,0.528137204321948
7827,A black dog is leaping from a cylindrical hay bale,A black cat is jumping from a hay ball to another hay ball,0.625,0.53052205,0.4242107343673706,0.5480423,0.4968645483255386
7828,A black dog is jumping from n hay ball to another hay ball,A black dog is jumping from a cylindrical hay bale,0.8,0.8940513,0.480404036740462,0.8998718,0.5302437901496887
7829,A black dog is jumping from n hay ball to another hay ball,A white dog is leaping from a cylindrical hay bale,0.625,0.70021474,0.4272308278083801,0.7036768,0.4763905718213036
7830,A black dog is jumping from n hay ball to another hay ball,A black dog is leaping from a cylindrical hay bale,0.75,0.8708375,0.45996081829071045,0.8777472,0.5114841148966834
7831,The brown dog is jumping in the air,The brown animal is jumping in the air,0.8500000000000001,0.9334955,0.46450385078787804,0.89539754,0.5485164423783621
7832,The brown dog is jumping in the air,A brown dog is jumping in the water,0.65,0.8334491,0.4371812753379345,0.8681377,0.5359756002823511
7833,A brown dog is jumping in the air,A dog is jumping in the air,0.925,0.7545758,0.4672919193903605,0.7200862,0.5716837698763068
7834,A brown dog is jumping in the air,There is no brown dog jumping in the air,0.575,0.32850575,0.43456532674677234,0.9793254,0.5965811461210251
7835,The brown dog is jumping in the air,A dog is jumping in the air,0.8500000000000001,0.77436435,0.45795605580012005,0.7381284,0.5749429952014576
7836,There is no brown dog jumping in the air,The brown dog is jumping in the air,0.625,0.3299032,0.4838437508134281,0.3371709,0.5774035728894747
7837,A brown dog is jumping in the air,The brown animal is jumping in the air,0.8500000000000001,0.92546004,0.45558030903339386,0.9028307,0.5412663569053014
7838,A brown dog is jumping in the water,A brown dog is jumping in the air,0.7,0.8426728,0.4405999407172203,0.8362792,0.5183612505594889
7839,The brown dog is jumping in the air,A brown dog is jumping in the air,0.875,0.9945039,0.4941750429570675,0.973171,0.6001021812359492
7840,A man on a motorcycle is riding on a track and waving happily,A man on a motorcycle is riding on a track and waving,0.8999999999999999,0.929991,0.4991356774612709,0.89119315,0.6016948074102402
7841,A man on a horse is riding on a track and waving,A man on a motorcycle is riding on a track and waving,0.475,0.7254329,0.4610929007713611,0.7158177,0.5744853427535609
7842,The person on the motorcycle is holding up his arm,The person on the motorcycle is holding up an arm,0.8999999999999999,0.98629874,0.4973770290613174,0.8194027,0.6211287677288055
7843,The person on the motorcycle is holding up an arm,The person on the motorcycle is not holding up an arm,0.6,0.6708576,0.46283288512911114,0.84026504,0.624320251601083
7844,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is holding up his arm,0.75,0.70139575,0.4762431201727494,0.6045226,0.545746782246758
7845,A man on a motorcycle is riding on a track and waving,The person on the motorcycle is not holding up an arm,0.625,0.42448056,0.44739627093076706,0.6045226,0.545746782246758
7846,A man on a motorcycle is riding on a track and waving happily,The person on the motorcycle is holding up an arm,0.65,0.5245478,0.4707111790776253,0.4966058,0.5213510692119598
7847,A man on a horse is riding on a track and waving,The person on the motorcycle is holding up an arm,0.2,0.49204478,0.41585396683734394,0.46235222,0.4760117425638087
7848,The person on the motorcycle is holding up an arm,A man on a motorcycle is riding on a track and waving,0.725,0.671342,0.364765579285829,0.60358953,0.49444133043289185
7849,Two adults are standing on a scooter in a field of yellow flowers,Two adults are standing on a scooter in a field of flowers,0.875,0.98065495,0.4893933296203613,0.924353,0.5905273933159677
7850,Two adults are standing on a scooter in a field of yellow flowers,Two adults are not standing on a scooter in a field of yellow flowers,0.675,0.56061625,0.4736477865113152,0.928247,0.5991139084100723
7851,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are driving over the yellow and white flowers,0.95,0.76659226,0.4970194032559028,0.78426427,0.5637497468428179
7852,Two people wearing helmets are riding over the yellow and white flowers,Two people wearing helmets are not riding over the yellow and white flowers,0.725,0.43307376,0.47421431762200816,0.85207504,0.5693034556778994
7853,Two people wearing helmets are driving over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,0.65,0.4520716,0.4139295197450198,0.44543245,0.5088659316301346
7854,Two people wearing helmets are not riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,0.575,0.3044629,0.4249208017631813,0.33315682,0.5168104767799377
7855,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of flowers,0.65,0.3051704,0.39436566591262817,0.29331732,0.49130797072460775
7856,Two people wearing helmets are riding over the yellow and white flowers,Two adults are not standing on a scooter in a field of yellow flowers,0.4,0.36799112,0.40752321260946767,0.3944701,0.5116282433271409
7857,Two people wearing helmets are riding over the yellow and white flowers,Two adults are standing on a scooter in a field of yellow flowers,0.6,0.36225206,0.41750566088236296,0.3944701,0.5116282433271409
7858,A man is riding a dirt bike down a dirt hill,A person is riding a dirt bike down a dirt hill,0.925,0.93434244,0.49337210709398444,0.87787503,0.577999192125657
7859,A person is riding a dirt bike up a dirt hill,A person is riding a dirt bike down a dirt hill,0.75,0.9974687,0.49478098479184235,0.953319,0.5862301903612473
7860,A person is riding a bike along a muddy trail,A person is riding a bike along the trail,0.875,0.9023664,0.524669137597084,0.9005085,0.6145484261214733
7861,There is no person riding a bike along a muddy trail,A person is riding a bike along a muddy trail,0.575,0.4948337,0.47491676133611926,0.5057137,0.5677478376187777
7862,A person is riding a dirt bike down a dirt hill,A person is riding a bike along the trail,0.7,0.862186,0.48350315988063813,0.8422519,0.5693758502602577
7863,There is no person riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,0.4,0.43063566,0.4484484428944795,0.41988498,0.550022671620051
7864,A man is riding a dirt bike down a dirt hill,A person is riding a bike along a muddy trail,0.725,0.8154809,0.45900455388155853,0.7931819,0.5330333213011423
7865,A person is riding a bike along a muddy trail,A person is riding a dirt bike up a dirt hill,0.7749999999999999,0.8644978,0.46749869801781396,0.8374092,0.553314093281241
7866,A person is riding a bike along a muddy trail,A person is riding a dirt bike down a dirt hill,0.65,0.8760556,0.4678055075081912,0.8374092,0.553314093281241
7867,A man in blue is riding a horse on a dirt road,A man in blue is riding a animal on a dirt road,0.875,0.7973693,0.47514251122872037,0.7299193,0.5759999056657156
7868,A man in blue is riding a horse on a dirt road,A woman in blue is riding a horse on a dirt road,0.5,0.77175045,0.45273900777101517,0.73128563,0.5597239037354788
7869,A man in blue is riding a horse on a dirt road,A man is riding a dirty horse on a blue road,0.65,0.8874796,0.5073740015859189,0.80921096,0.6108803451061249
7870,A white horse is being ridden by a man in a blue cowboy hat,A man in a blue cowboy hat is riding a white horse,0.925,0.9710313,0.5301958256297641,0.9491074,0.613447292284532
7871,A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse,0.675,0.9123353,0.4744029939174652,0.8699018,0.5557559320801183
7872,A white horse is being ridden by a man in a blue cowboy hat,A man in blue is riding a horse on a dirt road,0.7,0.775682,0.45939437327561555,0.75662875,0.5502601067225138
7873,A man in blue is riding a horse on a dirt road,A man in a blue cowboy hat is riding a black horse,0.75,0.85334283,0.4285545398791631,0.81306946,0.4850606039950722
7874,A man in blue is riding a animal on a dirt road,A man in a blue cowboy hat is riding a white horse,0.6,0.59533054,0.39814190318187076,0.56831616,0.4499619352190118
7875,A man in a blue cowboy hat is riding a white horse,A woman in blue is riding a horse on a dirt road,0.5,0.59943634,0.3738205408056577,0.58650887,0.4694560435083177
7876,A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,0.42500000000000004,0.7589755,0.4302305034969164,0.7350499,0.5238489508628845
7877,A man in a blue cowboy hat is riding a white horse,A man in blue is riding a horse on a dirt road,0.725,0.81843835,0.42469362417856854,0.8010125,0.5206460588508182
7878,Three people are driving ATVs,ATVs are being driven by three people,1.0,0.87920797,0.4091431030205318,0.83434,0.512004164132205
7879,Three people are driving ATVs,There are no people driving ATVs,0.55,0.36135542,0.37264145337618315,0.9569807,0.4888013780117035
7880,Three people are driving four wheel ATVs in a field,Three people are driving four wheel vehicles in a field,0.875,0.8899528,0.48540171555110384,0.8202659,0.5483622882101271
7881,Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,0.675,0.92948705,0.4704030454158783,0.9262633,0.5230374618580467
7882,Three people are driving ATVs,Three people are driving four wheel vehicles in a field,0.8,0.8020235,0.3097800053656101,0.8064575,0.3850669998389024
7883,Three people are driving four wheel ATVs in a street,Three people are driving ATVs,0.8999999999999999,0.88128716,0.5652332866893095,0.8703065,0.5908682309091091
7884,Three people are driving four wheel ATVs in a field,ATVs are being driven by three people,0.8999999999999999,0.6993114,0.48893075867703084,0.65884995,0.5665198564529419
7885,Three people are driving four wheel ATVs in a field,There are no people driving ATVs,0.575,0.35497195,0.4411995808283488,0.8049742,0.538141651948293
7886,Three people are driving four wheel ATVs in a field,Three people are driving ATVs,0.8,0.87489814,0.5691156212021323,0.85888875,0.59821343049407
7887,Two white dogs and one brown dog are chasing a ball,Two white dogs and one brown dog are chasing a toy,0.875,0.89639,0.4785475893454118,0.8722182,0.5234339990113911
7888,Two white dogs and one brown dog are not chasing a ball,Two white dogs and one brown dog are chasing a ball,0.55,0.47486687,0.5068652474361918,0.56292135,0.555965393781662
7889,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs are playing with a brown dog and a ball,0.925,0.9523772,0.49090880632400513,0.9363463,0.5786841005086899
7890,Two white cats are playing with a brown dog and a ball,Two white dogs are playing with a brown dog and a ball,0.65,0.6062454,0.4946064179142316,0.6288322,0.5845862125095568
7891,Two white dogs are playing with a brown dog and a tennis ball,Two white dogs and one brown dog are chasing a ball,0.75,0.857239,0.4594796920816104,0.8699709,0.5160031006449745
7892,Two white cats are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a ball,0.625,0.5135511,0.46635012782138324,0.52734065,0.5229378044605255
7893,Two white dogs are playing with a brown dog and a ball,Two white dogs and one brown dog are chasing a toy,0.825,0.840546,0.4595522958299388,0.86380523,0.5216563493013382
7894,Two white dogs and one brown dog are not chasing a ball,Two white dogs are playing with a brown dog and a ball,0.75,0.538699,0.45086334894100827,0.5643397,0.5440913313313535
7895,Two white dogs and one brown dog are chasing a ball,Two white dogs are playing with a brown dog and a ball,0.825,0.9181231,0.43034944586131885,0.88866687,0.5355656180116866
7896,A white race car is driving through a puddle,A white racing vehicle is driving through a puddle,0.90875,0.9366702,0.4927595019340515,0.8788085,0.5534261763095856
7897,A white race car is driving through a puddle,There is no white race car driving through a puddle,0.6,0.42890668,0.45091140270233154,0.9618224,0.5669037401676178
7898,The white rally car is throwing mud into the air and is approaching a bend in the track,A white rally car is throwing mud into the air and is approaching a bend in the track,0.9750000000000001,0.9978823,0.4984060923258464,0.9660721,0.6110762269408615
7899,A white rally car is throwing mud into the air and is approaching a bend in the track,A black rally car is throwing mud into the air and is approaching a bend in the track,0.65,0.907818,0.4719911532269584,0.8746216,0.5754362962864064
7900,A white race car is driving through a puddle,The white rally car is throwing mud into the air and is approaching a bend in the track,0.625,0.8710452,0.30891853145190645,0.87518257,0.4260231413339314
7901,A black rally car is throwing mud into the air and is approaching a bend in the track,A white race car is driving through a puddle,0.6,0.7473352,0.4997131611619677,0.6874283,0.550477479894956
7902,A white rally car is throwing mud into the air and is approaching a bend in the track,A white racing vehicle is driving through a puddle,0.8,0.8422697,0.5497054691825595,0.78493035,0.5984520042936007
7903,A white rally car is throwing mud into the air and is approaching a bend in the track,There is no white race car driving through a puddle,0.575,0.36707518,0.5089428260408598,0.83343095,0.5997990941007932
7904,A white race car is driving through a puddle,A white rally car is throwing mud into the air and is approaching a bend in the track,0.63375,0.8814789,0.31080187218529837,0.87518257,0.4260231413339314
7905,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,0.8500000000000001,0.93215096,0.48158432729542255,0.88201535,0.5563332748413086
7906,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0.625,0.64135695,0.46016412431543524,0.9550241,0.5805185604095459
7907,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls,0.625,0.98445594,0.5104946609466307,0.9508312,0.5769948363304138
7908,A small black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,0.925,0.9857977,0.49861009584532845,0.9030074,0.6073569434660452
7909,A big black dog is wearing a red collar and is in the leaves with a blue ball,A little black dog is wearing a red collar and is in the leaves with a blue ball,0.75,0.89367914,0.4834369122982025,0.8121905,0.5942915633872703
7910,A small black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,0.725,0.7572316,0.4191602135405821,0.7486092,0.4624242804668568
7911,A big black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,0.55,0.6785953,0.4190505094387952,0.6657028,0.46442420394332323
7912,A little black dog is wearing a red collar and is in the leaves with a blue ball,An animal is jumping at a shiny blue soccer ball in a field of dry leaves,0.55,0.69704753,0.40836795989204855,0.6804066,0.44211461808946395
7913,A little black dog is wearing a red collar and is in the leaves with a blue ball,There is no dog jumping at a shiny blue soccer ball in a field of dry leaves,0.65,0.36513707,0.4243565320968628,0.73273253,0.4644862236800017
7914,A little black dog is wearing a red collar and is in the leaves with a blue ball,A dog is jumping at dry leaves in a field of shiny blue soccer balls,0.525,0.7402363,0.42905625430020417,0.71263087,0.4639973419683951
7915,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A little black dog is wearing a red collar and is in the leaves with a blue ball,0.725,0.74429715,0.3779248910791734,0.6740893,0.49928491592407226
7916,A dog is running towards a ball,A dog is running towards a toy,0.825,0.90137386,0.45958742925098967,0.8941047,0.5449835658073425
7917,A dog is not running towards a ball,A dog is running towards a ball,0.375,0.39361042,0.5095582286516825,0.39578396,0.5889958391586939
7918,A dog is running through a field and is chasing a ball,A dog is running through a field and is chasing a toy,0.925,0.95364916,0.47337715576092404,0.93435174,0.5651071422240314
7919,A dog is running through a field and is chasing a ball,There is no dog running through a field and chasing a ball,0.625,0.5246316,0.46003256489833194,0.9716513,0.6151410165955039
7920,A dog is running towards a ball,A dog is running through a field and is chasing a toy,0.7749999999999999,0.82554024,0.30424879099193375,0.83820266,0.4367735832929611
7921,A dog is running towards a ball,There is no dog running through a field and chasing a ball,0.475,0.39673418,0.29782581015637044,0.87344307,0.480243186155955
7922,A dog is running through a field and is chasing a ball,A dog is running towards a toy,0.7749999999999999,0.7579622,0.5059874998895746,0.7856074,0.5525436364114285
7923,A dog is not running towards a ball,A dog is running through a field and is chasing a ball,0.4,0.29864877,0.3438921332359314,0.34208244,0.4823814538808969
7924,A dog is running through a field and is chasing a ball,A dog is running towards a ball,0.7749999999999999,0.87930226,0.5511726391942877,0.8838626,0.6031872853636742
7925,Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium,0.925,0.9082772,0.49336865544319153,0.8164609,0.6104669292767843
7926,Four athletes are with a man in a crowded stadium,Four athletes are with a woman in a crowded stadium,0.625,0.6871108,0.47605242431163786,0.5380905,0.5883909384409587
7927,A person in a pink jacket is running onto the field,A person in pink is running onto the field,0.8500000000000001,0.9836618,0.5216051995754242,0.9714737,0.6022581607103348
7928,A person in a pink jacket is running onto the field,A person in a pink jacket is not running onto the field,0.825,0.42181855,0.4674713767093161,0.97954047,0.6042921823613784
7929,A person in pink is running onto the field,Four athletes are with a man in a crowded stadium,0.15000000000000002,0.28596345,0.31480854122262253,0.3064722,0.41719938601766315
7930,Four athletes are with a man in a crowded stadium,A person in a pink jacket is not running onto the field,0.04999999999999999,0.12655948,0.30486472899263556,0.1898287,0.40417342633008957
7931,Four athletes are with a person in a crowded stadium,A person in a pink jacket is running onto the field,0.15000000000000002,0.3504514,0.32178503558749244,0.29730272,0.4099208489060402
7932,A person in a pink jacket is running onto the field,Four athletes are with a woman in a crowded stadium,0.25,0.3946814,0.3342913020224798,0.4377241,0.40793052315711975
7933,A person in a pink jacket is running onto the field,Four athletes are with a man in a crowded stadium,0.125,0.24582396,0.3535949871653602,0.2643391,0.4337857700884342
7934,A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,1.0,0.97088873,0.5265007615089417,0.95680994,0.6044561584790548
7935,An Asian woman is holding a fur scarf,There is no Asian woman holding a fur scarf,0.5,0.33177602,0.44110116888495055,0.9874434,0.5846389623788687
7936,A woman dressed in elegant clothing is inside a crowd of people and is looking down,An elegant woman is inside a crowd of people and is looking down,0.95,0.9863298,0.5250592334517117,0.8770859,0.6043879010460593
7937,A woman dressed in elegant clothing is inside a crowd of people and is looking up,A woman dressed in elegant clothing is inside a crowd of people and is looking down,0.525,0.8429858,0.4952514674514532,0.9212518,0.608168343702952
7938,An Asian woman is holding a fur scarf,An elegant woman is inside a crowd of people and is looking down,0.30000000000000004,0.37256736,0.252036357209796,0.37786266,0.34214348026684355
7939,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking up,0.175,0.4664459,0.227701668938001,0.42376727,0.3205704316496849
7940,A woman dressed in elegant clothing is inside a crowd of people and is looking down,A fur scarf is being held by an Asian woman,0.22499999999999998,0.5075708,0.40754901675077587,0.49205622,0.4824500708352952
7941,There is no Asian woman holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,0.15000000000000002,0.20486823,0.23583551049232482,0.14950007,0.33084237575531006
7942,An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking down,0.30000000000000004,0.4301547,0.2251052881280581,0.42376727,0.3205704316496849
7943,A boy is running through the sea at the beach,A boy is running through the water at the beach,0.8500000000000001,0.9710426,0.48321678936481477,0.90265834,0.5861343358244214
7944,A girl is running through the water at the beach,A boy is running through the water at the beach,0.7,0.75688064,0.45131816565990446,0.6767081,0.5498831953321185
7945,A boy in a white t-shirt is splashing in shallow water,A kid in a white t-shirt is splashing in shallow water,0.875,0.90565336,0.49252582234995707,0.8855931,0.5552666990653329
7946,A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,0.5,0.4532629,0.4587935332594247,0.9686035,0.570626147415327
7947,A kid in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,0.6,0.6014521,0.423238180577755,0.6068332,0.49669091900189716
7948,There is no boy in a white t-shirt splashing in shallow water,A boy is running through the water at the beach,0.35,0.3902992,0.4157152342796326,0.40877008,0.48144234795319407
7949,A boy in a white t-shirt is splashing in shallow water,A boy is running through the sea at the beach,0.575,0.5900708,0.42407141874233883,0.60629123,0.4960719678137038
7950,A girl is running through the water at the beach,A boy in a white t-shirt is splashing in shallow water,0.32499999999999996,0.40283865,0.29313958436250687,0.34614563,0.34203953178305374
7951,A boy in a white t-shirt is splashing in shallow water,A boy is running through the water at the beach,0.625,0.6795965,0.43895720193783444,0.6867496,0.5171524816089206
7952,Two tall basketball players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,0.8999999999999999,0.8489551,0.5002462687315764,0.7957822,0.5820933472026478
7953,Two football players are scrambling for the ball on the court,Two basketball players are scrambling for the ball on the court,0.5,0.53652227,0.4760211820785816,0.50074613,0.5490656693776449
7954,A basketball player is on the court floor and another one is grabbing the ball,A basketball player is on the court floor and the ball is being grabbed by another one,0.9750000000000001,0.9916111,0.4632742293179035,0.8878969,0.5923643293588058
7955,A basketball player is on the court floor and another one is grabbing the ball,There is no basketball player on the court floor and no one is grabbing the ball,0.55,0.34565675,0.43602632707165134,0.89179397,0.5867843655022708
7956,A basketball player is on the court floor and the ball is being grabbed by another one,Two basketball players are scrambling for the ball on the court,0.925,0.81044173,0.4722782075405121,0.80431306,0.539919114112854
7957,There is no basketball player on the court floor and no one is grabbing the ball,Two basketball players are scrambling for the ball on the court,0.625,0.3190809,0.44461791063177175,0.32573757,0.5109721149007479
7958,Two tall basketball players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,0.75,0.6595922,0.40157367032149743,0.7274762,0.5167234973473982
7959,Two football players are scrambling for the ball on the court,A basketball player is on the court floor and another one is grabbing the ball,0.375,0.28233537,0.3694113535540445,0.37516204,0.4828188901855832
7960,A basketball player is on the court floor and another one is grabbing the ball,Two basketball players are scrambling for the ball on the court,0.825,0.81384,0.4517242376293455,0.80906266,0.5250804579776266
7961,The white dogs are looking curiously at the black llama,The white dogs are looking at the black llama,0.8999999999999999,0.9797887,0.5330879300832748,0.88895655,0.6161793805658817
7962,The white dogs aren't looking curiously at the black llama,The white dogs are looking curiously at the black llama,0.675,0.71593106,0.5274315923452377,0.69430566,0.5989905029535294
7963,The black llama is curiously looking at the white dogs,The white dogs are looking curiously at the black llama,0.7749999999999999,0.9497965,0.4834745851430026,0.9260198,0.5720583895842234
7964,A black sheep is standing near three white dogs,A black sheep is standing close to three white dogs,0.95,0.99623024,0.4717445624502082,0.97412336,0.531791515648365
7965,A black sheep is standing near three white dogs,A black sheep is standing far from three white dogs,0.625,0.789724,0.4560871751684892,0.95149636,0.5178981833159924
7966,The white dogs are looking curiously at the black llama,A black sheep is standing close to three white dogs,0.44999999999999996,0.54447937,0.38909412849517094,0.5310875,0.4415619836913215
7967,A black sheep is standing far from three white dogs,The white dogs are looking curiously at the black llama,0.22499999999999998,0.44074434,0.3516323197455633,0.49466708,0.42612049158881693
7968,A black sheep is standing near three white dogs,The white dogs are looking at the black llama,0.42500000000000004,0.5497265,0.3771263427204556,0.6063203,0.46830842750413076
7969,The white dogs aren't looking curiously at the black llama,A black sheep is standing near three white dogs,0.25,0.41424727,0.42256824536757037,0.4249386,0.4488567352294922
7970,The black llama is curiously looking at the white dogs,A black sheep is standing near three white dogs,0.5,0.5965668,0.4145351260900497,0.58263457,0.4465049174096849
7971,The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,0.5,0.535261,0.40336139500141144,0.5249303,0.4358938932418823
7972,Two poodles are in the snow and one is jumping high,Two poodles are in the snow and one is jumping,0.8500000000000001,0.96067667,0.5047459291375201,0.94435203,0.5951973994572958
7973,Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high,0.725,0.7512604,0.47556335975726444,0.63361156,0.5529026326380277
7974,A grey dog is jumping toward a black and white dog in the soft snow,A grey dog is jumping toward a black and white dog in the snow,0.8999999999999999,0.97962314,0.505171576450611,0.9381547,0.5957832776981852
7975,A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water,0.625,0.7414912,0.4578923008271626,0.7871934,0.5498799871314656
7976,A grey dog is jumping toward a black and white dog in the soft snow,Two poodles are in the snow and one is jumping high,0.475,0.79008526,0.38885566261079574,0.7509708,0.46623240546746686
7977,Two poodles are in the snow and one is jumping high,A grey dog is jumping toward a black and white dog in the water,0.475,0.5114896,0.2935301638566531,0.5461232,0.34368174374103544
7978,Two poodles are in the snow and one is jumping,A grey dog is jumping toward a black and white dog in the snow,0.65,0.7619451,0.3205884313583374,0.69065464,0.38377418016132553
