pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
9498,A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,0.475,0.5037251
9499,A small brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,0.5,0.6160978
9500,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a nap in the park,0.475,0.591584
9501,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the living room,0.42500000000000004,0.3335327
9502,A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,0.44999999999999996,0.49407926
9503,A brown puppy is gnawing a metallic post that is stuck in the ground,A brown dog is gnawing a metallic post that is stuck in the ground,0.925,0.92151546
9504,A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is gnawing a metallic post that is stuck in the ground,0.7749999999999999,0.9795947
9505,A brown puppy is biting a pole,A brown puppy is biting a stick,0.7749999999999999,0.9415141
9506,A white puppy is biting a pole,A brown puppy is biting a pole,0.625,0.90221316
9507,A brown puppy is biting a stick,A brown puppy is gnawing a metallic post that is stuck in the ground,0.475,0.9243826
9508,A white puppy is biting a pole,A brown puppy is gnawing a metallic post that is stuck in the ground,0.6,0.8174879
9509,A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,0.7,0.8413693
9510,A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole,0.8,0.915586
9511,A brown puppy is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,0.875,0.91083324
9512,A woman is petting a dog near a stone trail,A woman is petting a dog near a stone path,0.9750000000000001,0.9943013
9513,A woman is petting a dog near a stone path,A man is petting a dog near a stone path,0.75,0.70907354
9514,A woman is playing with a brown dog in a garden,A woman is playing with a brown dog on a garden path,0.8,0.98591864
9515,A woman is playing with a brown dog on a garden path,A woman is playing with a brown cat on a garden path,0.625,0.6517291
9516,A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,0.525,0.76261413
9517,A woman is petting a dog near a stone path,A woman is playing with a brown cat on a garden path,0.5,0.44254702
9518,A woman is petting a dog near a stone trail,A woman is playing with a brown dog on a garden path,0.65,0.79031515
9519,A man is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,0.22499999999999998,0.48818874
9520,A woman is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,0.7,0.7822848
9521,Two men are walking through a river,Two men are walking through the water,0.8,0.8376893
9522,Two men are walking through the grass,Two men are walking through the water,0.55,0.6517402
9523,Two men are standing in the ocean,Two men are standing in deep water,0.875,0.727774
9524,Two men are swimming in deep water,Two men are standing in deep water,0.7,0.846823
9525,Two men are walking through the water,Two men are standing in the ocean,0.625,0.6937359
9526,Two men are walking through the water,Two men are swimming in deep water,0.725,0.534077
9527,Two men are standing in deep water,Two men are walking through a river,0.5,0.557474
9528,Two men are walking through the grass,Two men are standing in deep water,0.35,0.32637835
9529,Two men are standing in deep water,Two men are walking through the water,0.6,0.69541377
9530,A white car and a yellow car are racing down the track,Two cars are racing down the track,0.875,0.8881469
9531,A white car and a yellow car are racing down the track,A white bike and a yellow bike are racing down the track,0.55,0.7879807
9532,Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,0.9750000000000001,0.9823364
9533,Two race cars are on a road in front of a grassy parking area,No race car is on a road in front of a grassy parking area,0.525,0.4234522
9534,Two cars for racing are on a road in front of a grassy parking area,A white car and a yellow car are racing down the track,0.525,0.7739424
9535,A white car and a yellow car are racing down the track,No race car is on a road in front of a grassy parking area,0.42500000000000004,0.27876386
9536,Two race cars are on a road in front of a grassy parking area,Two cars are racing down the track,0.575,0.8153236
9537,A white bike and a yellow bike are racing down the track,Two race cars are on a road in front of a grassy parking area,0.22499999999999998,0.54092616
9538,Two race cars are on a road in front of a grassy parking area,A white car and a yellow car are racing down the track,0.675,0.7681774
9539,The rider dressed in orange is driving a motorcycle on one wheel,The orange rider is driving a motorcycle on one wheel,0.95,0.9840245
9540,The orange rider is not driving a motorcycle on one wheel,The orange rider is driving a motorcycle on one wheel,0.875,0.43321237
9541,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,0.95,0.95584506
9542,A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,0.7749999999999999,0.98991764
9543,A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is driving a motorcycle on one wheel,0.475,0.5865532
9544,The orange rider is driving a motorcycle on one wheel,A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up,0.4,0.5607574
9545,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The rider dressed in orange is driving a motorcycle on one wheel,0.44999999999999996,0.5637748
9546,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is not driving a motorcycle on one wheel,0.55,0.1514953
9547,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is driving a motorcycle on one wheel,0.4,0.5600353
9548,Tambourines are being played by a group of children,A group of children is playing tambourines,0.9750000000000001,0.94659185
9549,A group of children is playing tambourines,A group of children is not playing tambourines,0.60375,0.3922328
9550,A group of children in a church basement is playing maracas and tambourines,A group of children in a building's basement is playing maracas and tambourines,0.8,0.9487071
9551,A group of children in a church basement is playing guitars and tambourines,A group of children in a church basement is playing maracas and tambourines,0.8,0.91805136
9552,A group of children in a building's basement is playing maracas and tambourines,A group of children is playing tambourines,0.825,0.65301
9553,A group of children in a church basement is playing guitars and tambourines,A group of children is playing tambourines,0.75,0.44836873
9554,A group of children in a church basement is playing maracas and tambourines,Tambourines are being played by a group of children,0.8999999999999999,0.62054265
9555,A group of children is not playing tambourines,A group of children in a church basement is playing maracas and tambourines,0.65,0.24811819
9556,A group of children in a church basement is playing maracas and tambourines,A group of children is playing tambourines,0.725,0.6282315
9557,A dog is running through the white snow,A dog is running through the snow,0.925,0.9424003
9558,A dog is running through the snow,No dog is running through the snow,0.525,0.46442625
9559,A brown dog is running in the snow,The brown dog is running in the snow,1.0,0.9969628
9560,A brown dog is running in the snow,A black dog is running in the snow,0.7749999999999999,0.89284015
9561,The brown dog is running in the snow,A dog is running through the snow,0.8999999999999999,0.8875613
9562,A black dog is running in the snow,A dog is running through the snow,0.875,0.8657142
9563,A brown dog is running in the snow,A dog is running through the white snow,0.825,0.8786068
9564,A brown dog is running in the snow,No dog is running through the snow,0.525,0.39231682
9565,A brown dog is running in the snow,A dog is running through the snow,0.8,0.87742436
9566,An elderly man is sitting on a bench,An old person is sitting on a bench,0.8999999999999999,0.95385146
9567,An elderly man is sitting on a bench,A young man is sitting on a bench,0.6,0.85592234
9568,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,The woman is sitting on a bench and is wearing a gray jacket and black pants,0.8500000000000001,0.92919785
9569,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An elder man is sitting on a bench and is wearing a gray jacket and black pants,0.625,0.6792214
9570,An elderly man is sitting on a bench,The woman is sitting on a bench and is wearing a gray jacket and black pants,0.44999999999999996,0.58083296
9571,An elder man is sitting on a bench and is wearing a gray jacket and black pants,An elderly man is sitting on a bench,0.875,0.90981036
9572,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An old person is sitting on a bench,0.75,0.7546162
9573,A young man is sitting on a bench,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,0.44999999999999996,0.4918847
9574,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An elderly man is sitting on a bench,0.5,0.6674292
9575,A dog is fetching a piece of wood out of very clear water,A dog is fetching a stick out of very clear water,0.925,0.8823866
9576,A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,0.75,0.7509697
9577,A small black and white dog is carrying a stick and is swimming,A small black and white dog is biting a stick and is swimming,0.825,0.95584
9578,A small black and white dog is carrying a stick and is swimming,A big black and white dog is carrying a stick and is swimming,0.75,0.86598265
9579,A dog is fetching a stick out of very clear water,A small black and white dog is biting a stick and is swimming,0.7,0.71836346
9580,A dog is fetching a stick out of very clear water,A big black and white dog is carrying a stick and is swimming,0.6,0.6958128
9581,A dog is fetching a piece of wood out of very clear water,A small black and white dog is carrying a stick and is swimming,0.725,0.6373937
9582,A small black and white dog is carrying a stick and is swimming,A dog is fetching a stick out of very dirty water,0.525,0.67852074
9583,A dog is fetching a stick out of very clear water,A small black and white dog is carrying a stick and is swimming,0.6,0.75272655
9584,The woman is holding the paintbrush next to the artist's easel ,The lady is holding the paintbrush next to the artist's easel ,0.9750000000000001,0.99809027
9585,The lady is holding the paintbrush next to the artist's easel ,There is no lady holding the paintbrush next to the artist's easel ,0.6,0.41212338
9586,The girl in a blue coverall is painting,The girl in the blue coverall is painting,0.9750000000000001,0.99619764
9587,The girl in the blue coverall is painting,The boy in the blue coverall is painting,0.65,0.783228
9588,The girl is painting a coverall blue,The girl in the blue coverall is painting,0.55,0.9429748
9589,The lady is holding the paintbrush next to the artist's easel ,The girl in a blue coverall is painting,0.44999999999999996,0.6958835
9590,The boy in the blue coverall is painting,The lady is holding the paintbrush next to the artist's easel ,0.125,0.50677824
9591,The girl is painting a coverall blue,The lady is holding the paintbrush next to the artist's easel ,0.35,0.67445374
9592,The girl in the blue coverall is painting,The woman is holding the paintbrush next to the artist's easel ,0.625,0.72005653
9593,The girl in the blue coverall is painting,There is no lady holding the paintbrush next to the artist's easel ,0.44999999999999996,0.29721886
9594,The lady is holding the paintbrush next to the artist's easel ,The girl in the blue coverall is painting,0.525,0.71458936
9595,A golden retriever is running,A dog is running,0.8500000000000001,0.70674765
9596,A golden retriever is running,A golden retriever is not running,0.6,0.48434678
9597,A yellow dog is running down a sandy path,A yellow dog is running down a path covered by sand,0.925,0.96168697
9598,A yellow dog is running up a sandy path,A yellow dog is running down a sandy path,0.825,0.99846745
9599,A yellow dog is running down a path covered by sand,A golden retriever is running,0.65,0.7031596
9600,A yellow dog is running up a sandy path,A golden retriever is running,0.75,0.7083713
9601,A yellow dog is running down a sandy path,A dog is running,0.7749999999999999,0.674314
9602,A yellow dog is running down a sandy path,A golden retriever is not running,0.5,0.31702882
9603,A yellow dog is running down a sandy path,A golden retriever is running,0.575,0.70592284
9604,A black and white dog is jumping for a ball,The black and white dog is jumping for the ball,0.9750000000000001,0.992231
9605,There is no black and white dog jumping for a ball,A black and white dog is jumping for a ball,0.55,0.3283789
9606,A dog is standing on one leg and is waiting for a soccer ball,A dog is standing on one leg and is waiting for a ball,0.875,0.9027253
9607,There is no dog standing on one leg and is waiting for a soccer ball,A dog is standing on one leg and is waiting for a soccer ball,0.8,0.5777246
9608,A dog is standing on one leg and is waiting for a ball,A black and white dog is jumping for a ball,0.525,0.6496347
9609,There is no dog standing on one leg and is waiting for a soccer ball,A black and white dog is jumping for a ball,0.5,0.22541034
9610,A dog is standing on one leg and is waiting for a soccer ball,The black and white dog is jumping for the ball,0.7,0.5741217
9611,A dog is standing on one leg and is waiting for a soccer ball,There is no black and white dog jumping for a ball,0.525,0.3513546
9612,A black and white dog is jumping for a ball,A dog is standing on one leg and is waiting for a soccer ball,0.525,0.5894824
9613,Two men are seated on a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,0.8500000000000001,0.8675007
9614,Two people are seated near a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,0.75,0.9847999
9615,People are riding two camels at the beach,People are riding two camels on the sand,0.9750000000000001,0.93043876
9616,No people are riding camels at the beach,People are riding two camels at the beach,0.675,0.53788304
9617,People are riding two camels on the sand,Two people are seated on a camel and another camel is in the foreground,0.725,0.86790127
9618,No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground,0.42500000000000004,0.36121458
9619,People are riding two camels at the beach,Two men are seated on a camel and another camel is in the foreground,0.5,0.6743497
9620,People are riding two camels at the beach,Two people are seated near a camel and another camel is in the foreground,0.625,0.76168275
9621,Two people are seated on a camel and another camel is in the foreground,People are riding two camels at the beach,0.7749999999999999,0.79715574
9622,A man is wearing a blue shirt and walking barefoot on a tennis court,A person is wearing a blue shirt and walking barefoot on a tennis court,0.825,0.9064915
9623,A man is wearing a blue shirt and walking barefoot on a tennis court,A woman is wearing a blue shirt and walking barefoot on a tennis court,0.65,0.71792877
9624,A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,0.8999999999999999,0.97795904
9625,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,0.75,0.9470839
9626,A man is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,0.55,0.7721422
9627,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,A man is wearing a blue shirt and walking barefoot on a tennis court,0.6,0.71682334
9628,A person is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,0.675,0.6631075
9629,A woman is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,0.525,0.5058482
9630,A man is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,0.65,0.8144383
9631,The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,0.925,0.8933927
9632,The man is swimming in a body of water near a waterfall,The man is standing in a body of water near a waterfall,0.75,0.7116885
9633,The man is standing in a body of water near a waterfall,The body of a man is in the water near a waterfall,0.7375,0.88121754
9634,The man is standing in the water at the base of a waterfall,A man is standing in the water at the base of a waterfall,0.9750000000000001,0.9962417
9635,A woman is standing in the water at the base of a waterfall,A man is standing in the water at the base of a waterfall,0.65,0.70383406
9636,The man is standing in the water at the base of a waterfall,The man is standing in a body of water near a waterfall,0.825,0.96446043
9637,The man is standing in a body of water near a waterfall,A woman is standing in the water at the base of a waterfall,0.55,0.6925602
9638,A man is standing in the water at the base of a waterfall,The man is standing in a lake near a waterfall,0.7749999999999999,0.9056345
9639,A man is standing in the water at the base of a waterfall,The man is swimming in a body of water near a waterfall,0.675,0.76274544
9640,A man is standing in the water at the base of a waterfall,The body of a man is in the water near a waterfall,0.7,0.867373
9641,A man is standing in the water at the base of a waterfall,The man is standing in a body of water near a waterfall,0.8,0.97152126
9642,A brown and white dog is running through the river,A brown and white dog is running through the water,0.95,0.8273511
9643,A brown and white dog is running through the river,A brown and white dog is not running through the river,0.65,0.40774012
9644,A dog is emerging from a lake,An animal is emerging from a lake,0.8999999999999999,0.9072654
9645,No dog is emerging from a lake,A dog is emerging from a lake,0.75,0.4469615
9646,A brown and white dog is running through the river,An animal is emerging from a lake,0.375,0.5754655
9647,No dog is emerging from a lake,A brown and white dog is running through the river,0.42500000000000004,0.33241397
9648,A brown and white dog is running through the water,A dog is emerging from a lake,0.525,0.60506284
9649,A brown and white dog is not running through the river,A dog is emerging from a lake,0.475,0.3814127
9650,A dog is emerging from a lake,A brown and white dog is running through the river,0.525,0.72231126
9651,A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is biting a dirty tennis ball in a dirt field,0.7749999999999999,0.9397817
9652,A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is catching a dirty golf ball in a dirt field,0.625,0.9162333
9653,A dog is running on the beach and chasing a ball,A dog is running on the sand and chasing a ball,0.8500000000000001,0.93470645
9654,A dog is running on the sand and chasing a ball,A dog is running on the grass and chasing a ball,0.65,0.8844468
9655,A brown and white dog is catching a dirty tennis ball in a dirt field,A dog is running on the beach and chasing a ball,0.475,0.6597882
9656,A dog is running on the grass and chasing a ball,A brown and white dog is catching a dirty tennis ball in a dirt field,0.725,0.76086473
9657,A dog is running on the sand and chasing a ball,A brown and white dog is biting a dirty tennis ball in a dirt field,0.6,0.6161083
9658,A brown and white dog is catching a dirty golf ball in a dirt field,A dog is running on the sand and chasing a ball,0.725,0.612013
9659,A dog is running on the sand and chasing a ball,A brown and white dog is catching a dirty tennis ball in a dirt field,0.625,0.69636846
9660,A shirtless man is leading a horse that is pulling a carriage,A shirtless man is leading a carriage that is being pulled by a horse,0.8999999999999999,0.9915
9661,A shirtless woman is leading a horse that is pulling a carriage,A shirtless man is leading a horse that is pulling a carriage,0.675,0.7461427
9662,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a road,0.9750000000000001,0.9906924
9663,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a dirty road,0.8500000000000001,0.9670052
9664,A shirtless man is escorting a horse that is pulling a carriage along a road,A shirtless man is leading a horse that is pulling a carriage,0.8500000000000001,0.95243734
9665,A shirtless man is escorting a horse that is pulling a carriage along a dirty road,A shirtless man is leading a horse that is pulling a carriage,0.825,0.91812927
9666,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a carriage that is being pulled by a horse,0.8999999999999999,0.9220332
9667,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless woman is leading a horse that is pulling a carriage,0.525,0.69023526
9668,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,0.8500000000000001,0.93223894
9669,The young girl is playing on the edge of a fountain and an older woman is watching her,A young girl is playing on the edge of a fountain and an older woman is watching her,0.95,0.9984664
9670,A young girl is playing on the edge of a fountain and an older woman is watching her,A young girl is playing on the edge of a fountain and an older woman is not watching her,0.44999999999999996,0.8550466
9671,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A little girl and a woman wearing a yellow shirt are getting splashed near a fountain,0.8999999999999999,0.9430156
9672,A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,0.8,0.8456657
9673,A little girl and a woman wearing a yellow shirt are getting splashed near a fountain,A young girl is playing on the edge of a fountain and an older woman is watching her,0.6,0.85428613
9674,A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain,A young girl is playing on the edge of a fountain and an older woman is watching her,0.4,0.6120004
9675,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,The young girl is playing on the edge of a fountain and an older woman is watching her,0.575,0.8130327
9676,A young girl is playing on the edge of a fountain and an older woman is not watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,0.35,0.7396693
9677,A young girl is playing on the edge of a fountain and an older woman is watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,0.625,0.8134266
9678,A woman in an orange shirt and clown makeup is standing in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.825,0.99466693
9679,A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.825,0.95598745
9680,The girl is wearing an orange shirt and a striped tie,A girl is wearing an orange shirt and a striped tie,0.9750000000000001,0.9849334
9681,A girl is wearing an orange shirt and a striped tie,A boy is wearing an orange shirt and a striped tie,0.6,0.5531219
9682,The girl is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.5,0.26245654
9683,A boy is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.15000000000000002,-0.030857982
9684,A woman in an orange shirt and clown makeup is standing in a park and others are looking on,A girl is wearing an orange shirt and a striped tie,0.5,0.2643186
9685,A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl is wearing an orange shirt and a striped tie,0.7,0.26938283
9686,A girl is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.65,0.26387873
9687,A man is performing a jump on a bicycle,A cyclist is performing a jump on a bicycle,0.8500000000000001,0.92421526
9688,There is no cyclist performing a jump on a bicycle,A cyclist is performing a jump on a bicycle,0.6,0.45892817
9689,A bicyclist is performing a trick over a heavily graphitized wall,A bicyclist is performing a trick over wall full of graffiti,0.95,0.80983645
9690,A bicyclist is performing a trick over a clean wall,A bicyclist is performing a trick over a heavily graphitized wall,0.575,0.7209015
9691,A cyclist is performing a jump on a bicycle,A bicyclist is performing a trick over wall full of graffiti,0.7,0.7251457
9692,A bicyclist is performing a trick over a clean wall,A cyclist is performing a jump on a bicycle,0.8500000000000001,0.64686155
9693,A man is performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,0.65,0.60157806
9694,There is no cyclist performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,0.6,0.32894954
9695,A bicyclist is performing a trick over a heavily graphitized wall,A cyclist is performing a jump on a bicycle,0.64625,0.64516616
9696,A woman is showing a puppy to an infant,A woman is showing a small dog to an infant,0.825,0.9168885
9697,A woman is showing a small cat to an infant,A woman is showing a small dog to an infant,0.625,0.5221132
9698,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,0.95,0.9991252
9699,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,0.8,0.8099582
9700,A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,0.55,0.7664101
9701,A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small dog to an infant,0.375,0.5625428
9702,A woman is showing a puppy to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,0.6,0.7191472
9703,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small cat to an infant,0.44999999999999996,0.46417522
9704,A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,0.6,0.76976144
9705,A black and white dog with a large branch is running in the field,A black and white dog with a large branch is running in the grass,0.825,0.98617685
9706,A black and white dog with a large branch is standing in the field,A black and white dog with a large branch is running in the field,0.8,0.87741673
9707,A black and white dog is carrying a big stick on the green grass,A black and white dog is carrying a huge stick on the green grass,0.925,0.99424016
9708,A black and white dog is carrying a small stick on the green grass,A black and white dog is carrying a huge stick on the green grass,0.75,0.8847117
9709,A black and white dog is carrying a big stick on the green grass,A black and white dog with a large branch is running in the field,0.7749999999999999,0.8208711
9710,A black and white dog is carrying a small stick on the green grass,A black and white dog with a large branch is running in the field,0.625,0.72599006
9711,A black and white dog with a large branch is running in the grass,A black and white dog is carrying a huge stick on the green grass,0.8,0.8744164
9712,A black and white dog with a large branch is standing in the field,A black and white dog is carrying a huge stick on the green grass,0.75,0.83542967
9713,A black and white dog is carrying a huge stick on the green grass,A black and white dog with a large branch is running in the field,0.875,0.8418573
9714,A boy wearing a striped shirt is running barefoot on the sandy hill,A kid wearing a striped shirt is running barefoot on the sandy hill,0.875,0.95003045
9715,A boy wearing a striped shirt is running barefoot on the sandy hill,A girl wearing a striped shirt is running barefoot on the sandy hill,0.675,0.75489855
9716,A boy is running on the beach,A boy is running through the sand,0.7749999999999999,0.8932527
9717,A boy is running through the grass,A boy is running through the sand,0.75,0.79439473
9718,A boy wearing a striped shirt is running barefoot on the sandy hill,A boy is running on the beach,0.65,0.806703
9719,A boy is running through the grass,A boy wearing a striped shirt is running barefoot on the sandy hill,0.575,0.7747619
9720,A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,0.675,0.7553687
9721,A boy is running through the sand,A girl wearing a striped shirt is running barefoot on the sandy hill,0.55,0.5749248
9722,A boy is running through the sand,A boy wearing a striped shirt is running barefoot on the sandy hill,0.725,0.7917516
9723,A racer is leaning on a racing motorcycle,A man is leaning on a racing motorcycle,0.825,0.9429236
9724,A woman is leaning on a racing motorcycle,A man is leaning on a racing motorcycle,0.725,0.7021544
9725,A motorcycle racer is riding a red and black bike,The motorcycle racer is riding a red and black bike,0.9750000000000001,0.9917248
9726,The motorcycle racer is riding a red and black bike,No motorcycle racer is riding a red and black bike,0.7,0.5271249
9727,A motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,0.6,0.8298893
9728,No motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,0.42500000000000004,0.4067332
9729,A racer is leaning on a racing motorcycle,The motorcycle racer is riding a red and black bike,0.675,0.82001734
9730,The motorcycle racer is riding a red and black bike,A woman is leaning on a racing motorcycle,0.32499999999999996,0.7274114
9731,The motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,0.42500000000000004,0.7986672
9732,A woman is firing at target practice,A woman is shooting at target practice,0.95,0.95275694
9733,A woman is shooting at target practice,A man is shooting at target practice,0.65,0.7536542
9734,A woman is wearing ear protection and is firing a gun at an indoor shooting range,The woman is wearing ear protection and is firing a gun at an indoor shooting range,0.9750000000000001,0.9960327
9735,A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is wearing ear protection and is firing a gun at an indoor shooting range,0.65,0.8884926
9736,The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,0.825,0.70802987
9737,A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is shooting at target practice,0.7749999999999999,0.8000088
9738,A woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is firing at target practice,0.7749999999999999,0.7227454
9739,A man is shooting at target practice,A woman is wearing ear protection and is firing a gun at an indoor shooting range,0.525,0.5058449
9740,A woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,0.8999999999999999,0.7357737
9741,Two young boys are looking up at the camera and one is sticking out his tongue,Two kids are looking up at the camera and one is sticking out his tongue,0.8999999999999999,0.8729489
9742,Two young girl are looking up at the camera and one is sticking out his tongue,Two young boys are looking up at the camera and one is sticking out his tongue,0.675,0.61166304
9743,The little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is looking on,0.9750000000000001,0.99865365
9744,A little boy is sticking his tongue out for the camera and another boy is looking on,A little boy is sticking his tongue out for the camera and another boy is not looking,0.8,0.86287034
9745,Two young boys are looking up at the camera and one is sticking out his tongue,The little boy is sticking his tongue out for the camera and another boy is looking on,0.8500000000000001,0.9035443
9746,Two young boys are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is not looking,0.725,0.7287047
9747,A little boy is sticking his tongue out for the camera and another boy is looking on,Two kids are looking up at the camera and one is sticking out his tongue,0.8500000000000001,0.8028251
9748,Two young girl are looking up at the camera and one is sticking out his tongue,A little boy is sticking his tongue out for the camera and another boy is looking on,0.55,0.54851633
9749,A little boy is sticking his tongue out for the camera and another boy is looking on,Two young boys are looking up at the camera and one is sticking out his tongue,0.725,0.90896356
9750,The large dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is holding a colorful toy in its mouth,0.95,0.99762666
9751,The small dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is carrying a colorful toy in its mouth,0.65,0.8439498
9752,A dog is running on concrete and is holding a blue ball,A dog is running on concrete and is holding a ball,0.925,0.8734713
9753,A dog is standing on concrete and is holding a blue ball,A dog is running on concrete and is holding a blue ball,0.8,0.91226196
9754,A dog is running on concrete and is holding a ball,The large dog is walking outside and is carrying a colorful toy in its mouth,0.65,0.54870147
9755,A dog is standing on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,0.7749999999999999,0.5096692
9756,A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is holding a colorful toy in its mouth,0.625,0.5044487
9757,The small dog is walking outside and is carrying a colorful toy in its mouth,A dog is running on concrete and is holding a blue ball,0.65,0.45698678
9758,A dog is running on concrete and is holding a blue ball,The large dog is walking outside and is carrying a colorful toy in its mouth,0.65,0.5042302
9759,A laughing child is holding a water gun and getting sprayed with water,A person in a blue jacket is jumping onto a tall cement wall,0.025000000000000022,0.40458572
